,text,vin
166,"for those with a vin, in order to help me finish up a script to automate the vin checking process.....  what changes on your tesla profile page? obviously you have a vin beginning with ""lrw"" in the source code, anything else that's different?",0
167,"   the above link shows you the vin and under the ""glovebox"" section should be a final invoice when available.",0
168,"thanks, does it still show the rn in your case? i understand there are cases where the vin is hidden in the source code and that's the only change.",0
169,got my invoice issued today. here is my progress so far:  m3 rwd (sr+) white ext / black int order date - 5/12/21 vin assigned - 24/1/22 invoice issued - 28/1/22 vehicle build date - 10/1/22 estimated delivery date - february 13 - february 27 location: melbourne,0
170,"ask and ye shall recieve    it requires a bit of messing around as i wrote it for a raspberry pi, but maybe it will keep you busy for a few hours while you wait for your vin ",0
171,"yeah same, however i am ordering new ones to coordinate with colour and style of my m3. just want confirmation of a vin before i place the order. have to keep options open should a cancellation come up and change of colour be required.",0
172,"morning crystal has docked in shanghai, this would have been a dependency on new vin assignments. should start seeing them trickle through in the next week, which was expected this week, but the ship was delayed getting to port.",0
173,"which one is first, a text message saying this is your vin/vehicle or vin in source code ?",0
174,"i saw edd updated (e.g. 28/02 - 12/03) first in both the app & web page, and found vin in the source code, then received the following sms from tesla a few hours later:  ""tesla update: a vehicle has been assigned to your order. visit your tesla account to view your delivery estimate and complete any outstanding tasks: ts.la/account  closer to the delivery estimate visible in your tesla account, you will receive an sms to schedule your express delivery appointment.""",1
175,"if you were in the 8-12 week wait when ordered, your car is likely on morning crystal and you’ll receive a vin early this week.  the others that have their vins already are likely on morning midas",0
176,current position of the crystal. it is taking a more northerly route than the midas did.    if you're tesla is on this ship you should definitely get your vin and invoice this week. it was the same with the midas. so should be happy days,0
177,"for those of us who ordered before the cut off and don't have a vin, i imagine the car will have to be on this boat? or will there be another boat?  hoping for a vin very soon!",0
178,it looks like the vin assignment is happening again as others mentioned. got had my vin come through this morning for an order made just before cut off for the quarter  rwd + sports wheels exterior: white interior: black od: 17/12 edd: 12/2 - 26/2 alexandria pickup,1
179,"my sa mentioned that the next round of vin assignment was occurring ""around the 7th"" maybe we're just seeing cancellations come through and you were next in queue?",0
180,jumping in here to join the wait...  m3p exterior: black interior: black od: 26/11 edd: n/a vin: n/a  doesn't look like anyone here with a m3p has got a vin yet either ,0
181,"they have no clue or control over vin assignments... probably covering his back side by saying ""right before"" in case of delays",0
182,"hey team! placed my order for a 3 in november with an 8-12 weeks estimate to sydney. now have an eta of on the portal. i can find my vin using the url, but its not shown on my account. any ideas if the vehicle would be on the morning crystal or midas? has anyone found the estimates drop, or usually delivery does fall within the period they mention?",1
183,"i have the exact same config & pickup location as yours, ordered on 07/12 but edd is later on 19/2 - 5/3, got my vin on 18/02 though. i think we are in the same batch of cars en route in midas.",0
184,"i’m trying to understand how this works. exactly the same config, ordered on 13/12 but no vin or edd.  is there any logic to this at all? maybe it’s based on location?",0
